model,event_id,market_id,model_prob_yes,yes_ask,no_ask,outcome,platform
Claude Sonnet 4.6 (Variant B),E4759,M09199,0.17,25.0,78.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2747,M13350,0.95,98.0,9.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1553,M02762,0.93,97.0,43.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1553,M02763,0.0699999999999999,43.0,97.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2734,M05096,0.84,92.0,12.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2734,M05097,0.16,12.0,92.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2735,M05098,0.62,71.0,32.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2735,M05099,0.38,32.0,71.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5191,M10203,0.02,1.4,97.5,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5191,M10204,0.98,97.5,1.4,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0556,M01033,0.99,99.7,1.9,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0556,M01034,0.01,1.9,99.7,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3049,M05718,0.14,14.000000000000002,90.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3049,M05719,0.86,90.0,14.000000000000002,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2749,M13358,0.67,71.0,72.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5099,M10030,0.52,57.99999999999999,45.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5099,M10031,0.48,45.0,57.99999999999999,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2730,M13369,0.66,84.0,36.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5092,M10013,0.15,15.0,86.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5092,M10015,0.8,80.0,21.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2739,M05106,0.92,91.0,20.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2739,M05107,0.0799999999999999,20.0,91.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2740,M05109,0.54,54.0,47.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5078,M09981,0.13,46.0,57.99999999999999,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5078,M09982,0.87,57.99999999999999,46.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E0951,M01710,0.001,0.88,99.7,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0951,M01711,0.999,99.7,0.88,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2741,M05110,0.55,55.00000000000001,46.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2741,M05111,0.4499999999999999,46.0,55.00000000000001,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5093,M10016,0.52,53.0,48.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5093,M10017,0.48,48.0,53.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2742,M05112,0.53,53.0,48.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2742,M05113,0.47,48.0,53.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5094,M10018,0.57,53.0,48.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5094,M10019,0.43,48.0,53.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5077,M09979,0.95,97.0,7.000000000000001,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5077,M09980,0.05,7.000000000000001,97.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2743,M05115,0.39,39.0,62.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3386,M06379,0.02,3.3000000000000003,99.8,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3386,M06380,0.01,0.3,99.8,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2752,M05128,0.98,99.0,2.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2752,M05129,0.04,2.0,99.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5192,M10205,0.2,39.0,98.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5192,M10206,0.8,98.0,39.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2746,M05120,0.07,16.0,85.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1255,M02240,0.72,64.0,12.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1255,M02241,0.28,12.0,64.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3718,M07055,0.005,0.7000000000000001,99.8,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3718,M07059,0.01,0.5,99.8,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3718,M07060,0.005,0.4,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2754,M05132,0.02,28.999999999999996,74.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2754,M05133,0.98,74.0,28.999999999999996,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2779,M05181,0.51,52.0,49.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2779,M05182,0.49,49.0,52.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2765,M13469,0.05,15.0,86.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1363,M02427,0.001,0.1,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1363,M02428,0.002,0.2,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1506,M05424,0.08,8.67,92.4,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2849,M05321,0.81,84.0,19.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2849,M05322,0.1899999999999999,19.0,84.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E4684,M09054,0.7,97.0,39.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E4684,M09055,0.3,39.0,97.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2780,M05183,0.97,96.0,5.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2780,M05184,0.03,5.0,96.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5127,M10080,0.58,56.00000000000001,45.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5127,M10081,0.42,45.0,56.00000000000001,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1382,M13472,0.09,11.0,90.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2770,M05164,0.97,96.0,5.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2770,M05165,0.03,5.0,96.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1377,M02456,0.8,90.0,17.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1377,M02457,0.1999999999999999,17.0,90.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1293,M02304,0.77,99.0,7.000000000000001,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1293,M06463,0.97,99.0,5.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2782,M10082,0.63,65.0,36.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5128,M10083,0.4,41.0,60.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5128,M10084,0.6,60.0,41.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2783,M05188,0.42,34.0,66.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5115,M10058,0.87,94.0,10.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5115,M10059,0.13,10.0,94.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5129,M10085,0.51,55.00000000000001,46.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5129,M10086,0.49,46.0,55.00000000000001,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2785,M05191,0.44,44.0,57.99999999999999,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2785,M05192,0.56,57.99999999999999,44.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2778,M05180,0.44,44.0,56.99999999999999,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2787,M05195,0.48,50.0,51.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2787,M05196,0.52,51.0,50.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3107,M05846,0.95,99.0,2.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3107,M05847,0.05,2.0,99.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5138,M10102,0.44,48.0,53.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5138,M10103,0.56,53.0,48.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2805,M05232,0.83,85.0,16.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2805,M05233,0.17,16.0,85.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2806,M05234,0.75,76.0,25.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2806,M05235,0.25,25.0,76.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1538,M02733,0.98,99.0,2.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1538,M02734,0.02,2.0,99.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2761,M13477,0.97,94.0,10.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2809,M05241,0.45,49.0,53.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2810,M05242,0.31,31.0,70.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2808,M05239,0.44,47.0,60.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5143,M10112,0.98,65.0,36.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5143,M10113,0.02,36.0,65.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2811,M13479,0.14,14.000000000000002,87.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2812,M05244,0.82,75.0,27.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2812,M05245,0.18,27.0,75.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2813,M05246,0.56,49.0,52.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2813,M05247,0.4399999999999999,52.0,49.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2814,M05248,0.52,55.00000000000001,46.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2814,M05249,0.48,46.0,55.00000000000001,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2816,M13485,0.54,54.0,47.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5144,M10115,0.45,47.0,54.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2817,M05253,0.97,94.0,7.000000000000001,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2817,M05254,0.03,7.000000000000001,94.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1417,M02528,0.94,98.0,9.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1417,M02529,0.06,9.0,98.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E4422,M08504,0.48,56.00000000000001,44.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E4422,M08505,0.52,44.0,56.00000000000001,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5145,M13510,0.05,2.0,99.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1658,M03006,0.53,57.99999999999999,48.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1658,M03007,0.45,63.0,42.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5132,M10092,0.23,24.0,77.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1305,M02324,0.84,82.0,25.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1305,M12720,0.84,89.0,13.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2795,M05213,0.01,0.2,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2795,M05214,0.99,99.9,0.2,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2796,M05215,0.02,3.9,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2796,M05216,0.01,0.1,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5146,M10117,0.02,1.1,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5146,M10118,0.98,99.9,1.1,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2799,M05221,0.01,0.51,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2799,M05222,0.99,99.9,0.51,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2794,M05211,0.02,0.8999999999999999,99.8,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2794,M05212,0.98,99.8,0.8999999999999999,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3749,M07117,0.92,93.0,8.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3749,M07118,0.0799999999999999,8.0,93.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2850,M13493,0.91,98.0,6.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2818,M05255,0.96,99.0,2.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2818,M05256,0.04,2.0,99.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2820,M05259,0.97,98.0,3.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2820,M05260,0.03,3.0,98.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2821,M05261,0.97,53.0,48.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2821,M05262,0.03,48.0,53.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2822,M05263,0.31,34.0,73.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2822,M05264,0.69,73.0,34.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2823,M05265,0.35,36.0,66.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2825,M05268,0.03,28.999999999999996,86.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2825,M05269,0.97,86.0,28.999999999999996,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5150,M10125,0.95,84.0,43.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5150,M10126,0.05,43.0,84.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2827,M05272,0.51,52.0,50.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2827,M05273,0.49,50.0,52.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5152,M10129,0.62,69.0,34.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5152,M10130,0.38,34.0,69.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1496,M02673,0.74,66.0,40.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1496,M02674,0.26,40.0,66.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2800,M05223,0.99,99.9,0.2,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2800,M05224,0.01,0.2,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5136,M10098,0.001,0.1,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5136,M10099,0.999,99.9,0.1,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1294,M05712,0.03,0.05,99.95,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5155,M10134,0.33,44.0,62.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5155,M10135,0.6699999999999999,62.0,44.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2828,M05274,0.5,67.0,35.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2828,M05275,0.5,35.0,67.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5159,M10142,0.33,50.0,57.99999999999999,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5159,M10143,0.6699999999999999,57.99999999999999,50.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E0528,M08822,0.8,88.0,13.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5160,M10144,0.42,85.0,31.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5160,M10145,0.5800000000000001,31.0,85.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1344,M02391,0.9,94.0,10.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1110,M02861,0.87,95.0,9.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1080,M11728,0.93,96.0,7.000000000000001,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E0370,M00717,0.02,2.3,99.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0370,M00718,0.98,99.0,2.3,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2830,M05279,0.75,80.0,24.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2830,M05280,0.25,24.0,80.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E0958,M12118,0.02,3.0,98.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2831,M05281,0.59,59.0,42.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2831,M05282,0.41,42.0,59.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E2852,M05328,0.18,18.0,84.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2852,M05329,0.8200000000000001,84.0,18.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2854,M05333,0.17,15.61,87.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2855,M05334,0.12,18.0,85.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2855,M05335,0.88,85.0,18.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1349,M02400,0.002,0.2,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2857,M05338,0.16,15.0,87.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E2857,M05339,0.84,87.0,15.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1367,M02438,0.09,8.0,93.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1367,M02439,0.91,93.0,8.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E5161,M10146,0.23,31.0,72.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E5161,M10147,0.77,72.0,31.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0697,M01255,0.65,66.0,35.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3256,M06132,0.95,99.0,2.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3256,M06133,0.05,2.0,99.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3257,M06134,0.96,99.0,2.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3257,M06135,0.04,2.0,99.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3260,M06139,0.97,99.0,2.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3260,M06140,0.03,2.0,99.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3276,M06171,0.2,32.0,69.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3276,M06172,0.8,69.0,32.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1081,M06376,0.9,92.0,14.000000000000002,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3291,M06198,0.68,72.0,31.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3291,M06199,0.3199999999999999,31.0,72.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E4632,M08953,0.53,52.0,50.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3246,M06113,0.22,25.0,80.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3246,M06114,0.78,80.0,25.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0371,M00719,0.01,0.1,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3293,M06202,0.27,28.299999999999997,74.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3293,M06203,0.73,74.0,28.299999999999997,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3242,M06106,0.97,98.5,2.9000000000000004,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3242,M06107,0.03,2.9000000000000004,98.5,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1376,M02455,0.95,94.0,8.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3245,M06111,0.0015,0.05,99.95,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3245,M06112,0.9985,99.95,0.05,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E4615,M08912,0.95,99.0,12.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E4615,M08913,0.05,12.0,99.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E0554,M01029,0.02,3.5000000000000004,98.5,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0554,M01030,0.98,98.5,3.5000000000000004,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0555,M01031,0.01,0.32,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0555,M01032,0.99,99.9,0.32,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3045,M08939,0.005,0.97,99.8,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3278,M06175,0.99,99.9,0.2,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3278,M06176,0.01,0.2,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E4634,M14163,0.44,46.0,55.00000000000001,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E4628,M08940,0.02,53.0,49.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E4628,M08941,0.98,49.0,53.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3285,M06189,0.97,35.0,66.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3334,M06283,0.003,10.0,99.7,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3334,M06284,0.997,99.7,10.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0674,M08801,0.01,0.1,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3393,M06394,0.05,19.0,92.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3393,M06395,0.95,92.0,19.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0888,M01597,0.003,0.4,99.7,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E0888,M01598,0.997,99.7,0.4,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1383,M02467,0.87,86.0,17.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1383,M02468,0.13,17.0,86.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1504,M02687,0.76,79.0,22.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1504,M02688,0.24,22.0,79.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1502,M02683,0.01,1.2,99.7,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1502,M02684,0.99,99.7,1.2,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3308,M06236,0.03,93.0,11.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3308,M06237,0.97,11.0,93.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3309,M06238,0.49,50.0,51.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3309,M06239,0.51,51.0,50.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E4635,M08956,0.77,98.0,22.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E4635,M08957,0.2299999999999999,22.0,98.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E0551,M01023,0.01,1.1,99.4,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0551,M01024,0.99,99.4,1.1,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0559,M01039,0.003,0.4,99.8,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0559,M01040,0.997,99.8,0.4,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0561,M01042,0.01,1.1,99.5,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0561,M01043,0.99,99.5,1.1,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0562,M01044,0.09,11.0,92.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0562,M01045,0.91,92.0,11.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1235,M02198,0.01,1.3,99.7,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1235,M02199,0.99,99.7,1.3,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0854,M02863,0.97,98.7,3.2,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1380,M02462,0.03,26.0,98.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1380,M02463,0.97,98.0,26.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1381,M02464,0.14,17.0,96.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1381,M02465,0.86,96.0,17.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1378,M02458,0.96,98.0,18.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1378,M02459,0.04,18.0,98.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3306,M06232,0.12,45.0,77.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3306,M06233,0.88,77.0,45.0,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3575,M14296,0.61,75.0,32.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3514,M06624,0.98,99.9,0.2,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3514,M06625,0.02,0.2,99.9,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3313,M06246,0.32,33.0,69.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1244,M02221,0.12,15.0,87.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1244,M02222,0.88,87.0,15.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3064,M13698,0.12,13.0,90.0,0.0,Kalshi
Claude Sonnet 4.6 (Variant B),E1366,M08947,0.08,9.0,93.0,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1071,M01934,0.01,1.2,99.4,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E1071,M01935,0.99,99.4,1.2,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0510,M00961,0.02,1.6,99.2,0.0,Polymarket
Claude Sonnet 4.6 (Variant B),E0510,M00962,0.98,99.2,1.6,1.0,Polymarket
Claude Sonnet 4.6 (Variant B),E3515,M06626,0.82,98.0,6.0,1.0,Kalshi
Claude Sonnet 4.6 (Variant B),E3515,M06627,0.18,6.0,98.0,0.0,Kalshi
